OriginalPaperPubMedID,ControlPaperPubMedID,PMCID,XMLLINK,journal_nlm_ta,article_type,title,publication_year,first_author_given_names,first_author_surname
22576212,24362263,PMC4248023,s3://pmc-oa-opendata/PMC4248023.1/PMC4248023.1.xml?md5=4a2f977664648992881d83ee68b990a9,Cancer Discov,research-article,MEK-Dependent Negative Feedback Underlies BCR-ABL-Mediated Oncogene Addiction,2013,Jennifer,Asmussen
22174681,23308068,PMC3534377,s3://pmc-oa-opendata/PMC3534377.1/PMC3534377.1.xml?md5=ff8f84ea1e8b42abf546d9bce932fe10,PLoS Pathog,research-article,"4′-Phosphopantetheinyl Transferase PptT, a New Drug Target Required for Mycobacterium tuberculosis Growth and Persistence In Vivo",2012,Cécile,Leblanc
29773679,31808517,PMC6928520,s3://pmc-oa-opendata/PMC6928520.1/PMC6928520.1.xml?md5=6ef797fa873fbdf11d9743f8e6794547,Biosci Rep,research-article,Integrative analysis of shared genetic pathogenesis by autism spectrum disorder and obsessive-compulsive disorder,2019,Dongbai,Liu
33644478,36895336,PMC9988470,s3://pmc-oa-opendata/PMC9988470.1/PMC9988470.1.xml?md5=9eff0775c391b012575c7af431004a11,Heliyon,research-article,The effect of overall parental satisfaction on Chinese students' learning engagement: Role of student anxiety and educational implications,2023,Mohamed,Oubibi
22024282,23280188,PMC3595331,s3://pmc-oa-opendata/PMC3595331.1/PMC3595331.1.xml?md5=7b9f0ec67ab60a62db5a0af874bfdf91,Cell Signal,research-article,Preferential secretion of collagen type 3 versus type 1 from adventitial fibroblasts stimulated by TGF-β/Smad3-treated medial smooth muscle cells☆,2012,Shakti A.,Goel
31266812,33245095,PMC7736622,s3://pmc-oa-opendata/PMC7736622.1/PMC7736622.1.xml?md5=a5b030519593e5dc74603fc6532b6d9b,Biosci Rep,research-article,Iron stores at birth in a full-term normal birth weight birth cohort with a low level of inflammation,2020,Joy Y.,Zhang
31308691,33536761,PMC7847767,s3://pmc-oa-opendata/PMC7847767.1/PMC7847767.1.xml?md5=35a5c7c58c09b439a89bed39ae3d5a0a,Onco Targets Ther,research-article,LncRNA LINC00511 Acts as an Oncogene in Colorectal Cancer via Sponging miR-29c-3p to Upregulate NFIA,2021,Yu,Hu
23696846,25919587,PMC4412674,s3://pmc-oa-opendata/PMC4412674.1/PMC4412674.1.xml?md5=5fc78dde0b138bf53e5fdf44824923e0,PLoS One,research-article,Vaccination against Bm86 Homologues in Rabbits Does Not Impair Ixodes ricinus Feeding or Oviposition,2015,Jeroen,Coumou
21964739,23242736,PMC3548430,s3://pmc-oa-opendata/PMC3548430.1/PMC3548430.1.xml?md5=ec204321404aab70046f041b24009adc,J Neurooncol,research-article,Real-time multi-modality imaging of Glioblastoma tumor resection and recurrence,2012,Shawn,Hingtgen
26099695,28049062,PMC5276731,s3://pmc-oa-opendata/PMC5276731.1/PMC5276731.1.xml?md5=fb6d83da9dbaf0b05888815eabf346ff,Virology,research-article,Adenovirus Transduction: More complicated than receptor expression,2016,Priyanka,Sharma
22076676,23291777,PMC3982714,s3://pmc-oa-opendata/PMC3982714.1/PMC3982714.1.xml?md5=5f12c6f9dad222a289ea1f027cd5ec15,Int J Oncol,research-article,"A novel NSAID derivative, phospho-ibuprofen, prevents AOM-induced colon cancer in rats",2013,NENGTAI,OUYANG
21455571,23291911,PMC3583749,s3://pmc-oa-opendata/PMC3583749.1/PMC3583749.1.xml?md5=504b77e099eaeff9ea7e597ce1a7b10d,Int J Oncol,research-article,Genetic and epigenetic alterations of steroidogenic factor-1 in ovarian tumors,2013,SARAH,MILLER
21290090,23291718,PMC3583819,s3://pmc-oa-opendata/PMC3583819.1/PMC3583819.1.xml?md5=50d81ac1584f8566eaf9a7cd19a72df5,Int J Oncol,research-article,Suppressive oligodeoxynucleotides synergistically enhance antiproliferative effects of anticancer drugs in A549 human lung cancer cells,2013,RYOHEI,TAKAHASHI
30024092,31883303,PMC6991633,s3://pmc-oa-opendata/PMC6991633.1/PMC6991633.1.xml?md5=ae2e495a8ee3a481d48a6caa156453dd,J Cell Mol Med,research-article,Overexpression of B7H5/CD28H is associated with worse survival in human gastric cancer,2019,Can,Hu
25057492,26885500,PMC4739267,s3://pmc-oa-opendata/PMC4739267.1/PMC4739267.1.xml?md5=d93cc9f2a380ca167bdb089db267bb8c,Biomed Res Int,research-article,Tanshinone IIA Attenuates Renal Fibrosis after Acute Kidney Injury in a Mouse Model through Inhibition of Fibrocytes Recruitment,2015,Chunming,Jiang
31456644,33447051,PMC7801922,s3://pmc-oa-opendata/PMC7801922.1/PMC7801922.1.xml?md5=417031bc23239eb47cc63a83ccaf5948,Onco Targets Ther,research-article,Biostable Double-Strand Circular Aptamers Conjugated Onto Dendrimers for Specific Capture and Inhibition of Circulating Leukemia Cells,2021,Yu,Li
15870708,17179993,PMC2360204,s3://pmc-oa-opendata/PMC2360204.1/PMC2360204.1.xml?md5=0a734c5c5dfd516759cecbce82d3a6bf,Br J Cancer,research-article,The hollow fibre assay as a model for in vivo pharmacodynamics of fluoropyrimidines in colon cancer cells,2007,O H,Temmink
32694943,34965856,PMC8717654,s3://pmc-oa-opendata/PMC8717654.1/PMC8717654.1.xml?md5=c2bcb87a59bf7152e51e702de8c2bf7e,Cancer Cell Int,research-article,FTH promotes the proliferation and renders the HCC cells specifically resist to ferroptosis by maintaining iron homeostasis,2021,Wanye,Hu
29491403,31892730,PMC6938492,s3://pmc-oa-opendata/PMC6938492.1/PMC6938492.1.xml?md5=6c7306ac29e753b4d6b22a6717d4e363,Sci Rep,research-article,Protein-bound uremic toxins are associated with cognitive function among patients undergoing maintenance hemodialysis,2019,Yi-Ting,Lin
15067035,16380513,PMC2118076,s3://pmc-oa-opendata/PMC2118076.1/PMC2118076.1.xml?md5=dd7136ecb2e16ce9675877f29fea4c03,J Exp Med,research-article,MAP kinase phosphatase 1 controls innate immune responses and suppresses endotoxic shock,2006,Qun,Zhao
24987850,26720724,PMC4697834,s3://pmc-oa-opendata/PMC4697834.1/PMC4697834.1.xml?md5=b56323aa4d2ebe03a3f80daa3f404407,PLoS One,research-article,A Biomechanical Comparison of Expansive Pedicle Screws for Severe Osteoporosis: The Effects of Screw Design and Cement Augmentation,2015,Ching-Lung,Tai
22649503,24416097,PMC3886883,s3://pmc-oa-opendata/PMC3886883.1/PMC3886883.1.xml?md5=d651c7b53dcec356f48c261f24662fe3,PLoS One,research-article,"The Fusarium oxysporum gnt2, Encoding a Putative N-Acetylglucosamine Transferase, Is Involved in Cell Wall Architecture and Virulence",2013,Loida,López-Fernández
27683220,30053258,PMC5716145,s3://pmc-oa-opendata/PMC5716145.1/PMC5716145.1.xml?md5=a24930ee2f02e9ab9af18b98cce3cd1a,Nucleic Acids Res,research-article,The RNA binding protein EWS is broadly involved in the regulation of pri-miRNA processing in mammalian cells,2017,Huiwu,Ouyang
31769187,33615661,PMC8918410,s3://pmc-oa-opendata/PMC8918410.1/PMC8918410.1.xml?md5=7f36749ea8bc0ae430fad758b51fe210,J Cell Mol Med,research-article,Circular RNA circEIF4G2 aggravates renal fibrosis in diabetic nephropathy by sponging miR‐218,2020,Bojin,Xu
23696868,25919592,PMC4412532,s3://pmc-oa-opendata/PMC4412532.1/PMC4412532.1.xml?md5=dde9b217f9ea4671b710925506b7dc18,PLoS One,research-article,Applying Personal Genetic Data to Injury Risk Assessment in Athletes,2015,Gabrielle T.,Goodlin
23734258,25919586,PMC4412671,s3://pmc-oa-opendata/PMC4412671.1/PMC4412671.1.xml?md5=eeebcfe40d214c49dcdc5154b78a739c,PLoS One,research-article,Association between Fish Consumption and Prefrontal Function during a Cognitive Task in Male Japanese Workers: A Multi-Channel Near-Infrared Spectroscopy Study,2015,Shenghong,Pu
25381390,27856505,PMC5148799,s3://pmc-oa-opendata/PMC5148799.1/PMC5148799.1.xml?md5=b8c769b81193d35577774020f60b2b1d,J Mol Endocrinol,research-article,Transcriptomic changes throughout post-hatch development in Gallus gallus pituitary,2016,Elizabeth M,Pritchett
26712979,27746570,PMC5062214,s3://pmc-oa-opendata/PMC5062214.1/PMC5062214.1.xml?md5=56c6cf57c5d12bda881a3a60adb96c5f,Anesth Essays Res,research-article,Cold bupivacaine versus magnesium sulfate added to room temperature bupivacaine in sonar-guided femoral and sciatic nerve block in arthroscopic anterior cruciate ligament reconstruction surgery,2016,Ashraf Elsayed,Alzeftawy
24968158,26742946,PMC4729601,s3://pmc-oa-opendata/PMC4729601.1/PMC4729601.1.xml?md5=9ee9861bf4e88f78db056191b91944c2,Vaccine,research-article,Nasopharyngeal Carriage of Streptococcus pneumoniae among Children in an Urban Setting in Brazil prior to PCV10 Introduction,2015,Ana Paula de O.,Menezes
29441717,31883300,PMC6991654,s3://pmc-oa-opendata/PMC6991654.1/PMC6991654.1.xml?md5=126538cf4485f901fea32a95fcd107d9,J Cell Mol Med,research-article,NFAT5 promotes arteriogenesis via MCP‐1‐dependent monocyte recruitment,2019,Xing‐Chi,Lin
21976771,24376255,PMC3935559,s3://pmc-oa-opendata/PMC3935559.1/PMC3935559.1.xml?md5=e1135a2f4ea54d19530437da48cd72c3,J Exp Bot,research-article,Physiological and genetic analysis of CO2-induced breakdown of self-incompatibility in Brassica rapa,2014,Xintian,Lao
26681941,28243253,PMC5274699,s3://pmc-oa-opendata/PMC5274699.1/PMC5274699.1.xml?md5=d95ad53f2ffb497f7702c8febbe19273,Int J Endocrinol,research-article,Influence of Androgen Receptor Gene CAG and GGC Polymorphisms on Male Sexual Function: A Cross-Sectional Study,2016,Giacomo,Tirabassi
28916831,30591710,PMC6308236,s3://pmc-oa-opendata/PMC6308236.1/PMC6308236.1.xml?md5=cd183b61ba9a2b5d1cd14418109f6dfc,Sci Rep,research-article,Quantifying site-specific chromatin mechanics and DNA damage response,2018,Daniel B.,Whitefield
24587407,26720709,PMC4697807,s3://pmc-oa-opendata/PMC4697807.1/PMC4697807.1.xml?md5=1d7f9200d66766c4ddcec221ce3ecf75,PLoS One,research-article,Novel Zn2+ Modulated GPR39 Receptor Agonists Do Not Drive Acute Insulin Secretion in Rodents,2015,Ola,Fjellström
30835717,33328388,PMC7819752,s3://pmc-oa-opendata/PMC7819752.1/PMC7819752.1.xml?md5=4968a52a3c1b01ab7b9b6ca98cdf3c95,JCI Insight,research-article,The negative feedback loop of NF-κB/miR-376b/NFKBIZ in septic acute kidney injury,2020,Zhiwen,Liu
24130713,25919483,PMC4412639,s3://pmc-oa-opendata/PMC4412639.1/PMC4412639.1.xml?md5=17d2176da5ab33a31b7759c805c64872,PLoS One,research-article,Excess Relative Risk as an Effect Measure in Case-Control Studies of Rare Diseases,2015,Wen-Chung,Lee
24098600,25919476,PMC4412622,s3://pmc-oa-opendata/PMC4412622.1/PMC4412622.1.xml?md5=e89b31d2fd134c17d3ce1038fa837f7c,PLoS One,research-article,Binary Gene Expression Patterning of the Molt Cycle: The Case of Chitin Metabolism,2015,Shai,Abehsera
25093330,26720755,PMC4703137,s3://pmc-oa-opendata/PMC4703137.1/PMC4703137.1.xml?md5=b910238e926e2970a0319026143c2056,PLoS One,research-article,Evaluation of Genetic Diversity and Development of a Core Collection of Wild Rice (Oryza rufipogon Griff.) Populations in China,2015,Wen,Liu
24015313,25919457,PMC4412836,s3://pmc-oa-opendata/PMC4412836.1/PMC4412836.1.xml?md5=eaedf7707f1137df733ac6832d7e4a67,PLoS One,research-article,Colostrum of Healthy Slovenian Mothers: Microbiota Composition and Bacteriocin Gene Prevalence,2015,Tanja,Obermajer
23341874,25919455,PMC4412713,s3://pmc-oa-opendata/PMC4412713.1/PMC4412713.1.xml?md5=e8fd88d7433d3c23d2c1712c6ee93949,PLoS One,research-article,Investigating the Role of Gene-Gene Interactions in TB Susceptibility,2015,Michelle,Daya
23593363,25919393,PMC4412704,s3://pmc-oa-opendata/PMC4412704.1/PMC4412704.1.xml?md5=27c22cdb89d6d31bb0dde5674ef3852d,PLoS One,research-article,Newly Exerted T Cell Pressures on Mutated Epitopes following Transmission Help Maintain Consensus HIV-1 Sequences,2015,Emily M.,Eriksson
29164126,30723717,PMC6349754,s3://pmc-oa-opendata/PMC6349754.1/PMC6349754.1.xml?md5=21ffb36d80f8997a626e9df922d5a312,Front Nutr,research-article,Effects of High Carbohydrate vs. High Protein Pre-exercise Feedings on Psychophysiological Responses to High Intensity Interval Exercise in Overweight Perimenopausal Women,2019,Maria,Kotopoulea-Nikolaidi
32884299,35002258,PMC8722687,s3://pmc-oa-opendata/PMC8722687.1/PMC8722687.1.xml?md5=791f80682ff9f05f3cca65b10aafd41a,Onco Targets Ther,research-article,Alectinib Together with Intracranial Therapies Improved Survival Outcomes in Untreated ALK-Positive Patients with Non-Small-Cell Lung Cancer and Symptomatic and Synchronic Brain Metastases: A Retrospective Study,2021,Qiang,Yin
32256081,35002255,PMC8721289,s3://pmc-oa-opendata/PMC8721289.1/PMC8721289.1.xml?md5=1b56f5a4c4a0e622f50411bb252c43ae,Onco Targets Ther,research-article,AATF is Overexpressed in Human Bladder Cancer and Regulates Chemo-Sensitivity Through Survivin,2021,Shutao,Tan
30372446,31899778,PMC6941906,s3://pmc-oa-opendata/PMC6941906.1/PMC6941906.1.xml?md5=c8848d14c1b697a8f1988c084cb3a99f,PLoS One,research-article,Lateral pressure equalisation as a principle for designing support surfaces to prevent deep tissue pressure ulcers,2020,Colin J.,Boyle
25610879,27057552,PMC4709651,s3://pmc-oa-opendata/PMC4709651.1/PMC4709651.1.xml?md5=c4149791712b569e2d237a57d0471b79,J Diabetes Res,research-article,Diabetes Mellitus and Increased Tuberculosis Susceptibility: The Role of Short-Chain Fatty Acids,2016,Ekta,Lachmandas
25688279,28119760,PMC5227303,s3://pmc-oa-opendata/PMC5227303.1/PMC5227303.1.xml?md5=7256d435ce792902c7cc205a9481ef7e,Evid Based Complement Alternat Med,research-article,In Vivo Wound Healing Activity of Abrus cantoniensis Extract,2016,Qi,Zeng
23393583,25551770,PMC4281118,s3://pmc-oa-opendata/PMC4281118.1/PMC4281118.1.xml?md5=68e753cda8994adb490fc789539d3238,PLoS One,research-article,Subgroup-Elimination Transcriptomics Identifies Signaling Proteins that Define Subclasses of TRPV1-Positive Neurons and a Novel Paracrine Circuit,2014,Jörg,Isensee
27716691,28994678,PMC5661312,s3://pmc-oa-opendata/PMC5661312.1/PMC5661312.1.xml?md5=4a74836b20b064befbc483715715df89,Ann Card Anaesth,research-article,Evaluation of the Effect of Metformin and Insulin in Hyperglycemia Treatment after Coronary Artery Bypass Surgery in Nondiabetic Patients,2017,Kamran,Ghods
31459841,33564733,PMC7864083,s3://pmc-oa-opendata/PMC7864083.1/PMC7864083.1.xml?md5=8177f0d58de98e7936fd7eac815b0baa,ACS Omega,research-article,Data-Driven Approaches to Predict Thermal Maturity Indices of Organic Matter Using Artificial Neural Networks,2020,Zeeshan,Tariq
28692662,30596801,PMC6312316,s3://pmc-oa-opendata/PMC6312316.1/PMC6312316.1.xml?md5=c56dcd6f7d3558b292de18815b4ec2bd,PLoS One,research-article,Hybrid control algorithm for flexible needle steering: Demonstration in phantom and human cadaver,2018,Navid,Shahriari
23441162,25919366,PMC4412824,s3://pmc-oa-opendata/PMC4412824.1/PMC4412824.1.xml?md5=a2249d6cf114fe07daa4bdce97968c10,PLoS One,research-article,Proteomic Analysis of Plasma from California Sea Lions (Zalophus californianus) Reveals Apolipoprotein E as a Candidate Biomarker of Chronic Domoic Acid Toxicosis,2015,Benjamin A.,Neely
24385907,25522364,PMC4270771,s3://pmc-oa-opendata/PMC4270771.1/PMC4270771.1.xml?md5=4e1d9379e34ffd86c54a8f7e506bab4b,PLoS Pathog,research-article,Granulocytes Impose a Tight Bottleneck upon the Gut Luminal Pathogen Population during Salmonella Typhimurium Colitis,2014,Lisa,Maier
26064984,28119932,PMC5227166,s3://pmc-oa-opendata/PMC5227166.1/PMC5227166.1.xml?md5=2d00400fa7d0d6b09ddcad7e6e2e9453,J Diabetes Res,research-article,A Pilot Study to Assess the Feasibility of the Spanish Diabetes Self-Management Program in the Basque Country,2016,Estibaliz,Gamboa Moreno
23747250,25470550,PMC4940130,s3://pmc-oa-opendata/PMC4940130.1/PMC4940130.1.xml?md5=3669e1b6183f0ceae681ac80a5e6b872,Cell Metab,research-article,Activation of SIRT3 by the NAD+ precursor nicotinamide riboside protects from noise-induced hearing loss,2014,Kevin D.,Brown
27239104,29463951,PMC5804395,s3://pmc-oa-opendata/PMC5804395.1/PMC5804395.1.xml?md5=493b303ca5495fc2f373b3a6bcfde264,Mediators Inflamm,research-article,Targeted Delivery of the HLA-B∗27-Binding Peptide into the Endoplasmic Reticulum Suppresses the IL-23/IL-17 Axis of Immune Cells in Spondylarthritis,2017,Hui-Chun,Yu
23408796,25667671,PMC4316929,s3://pmc-oa-opendata/PMC4316929.1/PMC4316929.1.xml?md5=9ce2f57a96b8eeb5bf2cda8560a8b2ec,Exp Ther Med,research-article,Effect of boric acid on oxidative stress in rats with fetal alcohol syndrome,2015,IBRAHIM,SOGUT
20627936,22210324,PMC3266416,s3://pmc-oa-opendata/PMC3266416.1/PMC3266416.1.xml?md5=78539f98207e5d564c5f95e1672a595b,Diabetes,research-article,Glucocorticoid Signaling in the Arcuate Nucleus Modulates Hepatic Insulin Sensitivity,2012,Chun-Xia,Yi
32606953,35002325,PMC8728388,s3://pmc-oa-opendata/PMC8728388.1/PMC8728388.1.xml?md5=3084a0b19b3de361ace461f668af1f26,Cancer Manag Res,research-article,Prognostic Significance of CCNB2 Expression in Triple-Negative Breast Cancer,2021,Jintao,Cao
31239367,33275764,PMC7724613,s3://pmc-oa-opendata/PMC7724613.1/PMC7724613.1.xml?md5=e36262613a1e3dd20c434994c93e51b3,Biosci Rep,research-article,In-depth secretome analysis of Puccinia striiformis f. sp. tritici in infected wheat uncovers effector functions,2020,Ahmet Caglar,Ozketen
29495996,31856962,PMC7012370,s3://pmc-oa-opendata/PMC7012370.1/PMC7012370.1.xml?md5=9a0c4b75aee8f97d0604cbb001932e37,J Am Coll Cardiol,research-article,Quality Assurance for Carotid Stenting in the CREST-2 Registry,2019,Brajesh K.,Lal
29495995,31856966,PMC6938409,s3://pmc-oa-opendata/PMC6938409.1/PMC6938409.1.xml?md5=1875f711acf8f2762e40e5aa24d15e29,J Am Coll Cardiol,research-article,Cardiovascular Events Among Adults Treated with Chimeric Antigen Receptor T-Cells (CAR-T),2019,Raza M.,Alvi
31921131,33841389,PMC8029985,s3://pmc-oa-opendata/PMC8029985.1/PMC8029985.1.xml?md5=60da179f60f8c33b9b8a02644aa33cc9,Front Immunol,research-article,Validation of Differentially Expressed Immune Biomarkers in Latent and Active Tuberculosis by Real-Time PCR,2021,Prem,Perumal
26041563,27978829,PMC5159976,s3://pmc-oa-opendata/PMC5159976.1/PMC5159976.1.xml?md5=1e8ecf0f7074a75a035237040a2a5c69,Mol Cancer,research-article,miR-138-5p contributes to cell proliferation and invasion by targeting Survivin in bladder cancer cells,2016,Rong,Yang
27573878,29731509,PMC5987166,s3://pmc-oa-opendata/PMC5987166.1/PMC5987166.1.xml?md5=5f9cf115dacd32c85f9850973b761b30,Mol Psychiatry,research-article,A genome-wide association study for extremely high intelligence,2018,D,Zabaneh
24820971,26720722,PMC4697846,s3://pmc-oa-opendata/PMC4697846.1/PMC4697846.1.xml?md5=d14d818160cad7ba9ab481d37e340bcc,PLoS One,research-article,A Haplotype of Two Novel Polymorphisms in δ-Sarcoglycan Gene Increases Risk of Dilated Cardiomyopathy in Mongoloid Population,2015,Jie,Chen
31439759,33226082,PMC7711061,s3://pmc-oa-opendata/PMC7711061.1/PMC7711061.1.xml?md5=bc95e059112504fc8656e76658074b7e,Biosci Rep,research-article,A 23-gene prognostic classifier for prediction of recurrence and survival for Asian breast cancer patients,2020,Ting-Hao,Chen
31350343,33205807,PMC7693198,s3://pmc-oa-opendata/PMC7693198.1/PMC7693198.1.xml?md5=b8f25797dedbf8045e5766f42daaeb06,Biosci Rep,research-article,"Investigation of CD26, a potential SARS-CoV-2 receptor, as a biomarker of age and pathology",2020,Animesh Alexander,Raha
31894846,34821365,PMC8661505,s3://pmc-oa-opendata/PMC8661505.1/PMC8661505.1.xml?md5=c9d954ba030c7e22471b3d65bf1b2c58,Biosci Rep,research-article,Dopamine signaling impairs ROS modulation by mitochondrial hexokinase in human neural progenitor cells,2021,Gabriela,Assis-de-Lemos
23555716,25919389,PMC4412530,s3://pmc-oa-opendata/PMC4412530.1/PMC4412530.1.xml?md5=31b7f1345208111926981620e4e94ba5,PLoS One,research-article,Internal Thoracic Impedance - A Useful Method for Expedient Detection and Convenient Monitoring of Pleural Effusion,2015,Gideon,Charach
30104181,31879244,PMC7000333,s3://pmc-oa-opendata/PMC7000333.1/PMC7000333.1.xml?md5=ca4321e86fbcb7a2406f7dc5e26cdeaa,eBioMedicine,research-article,Prioritization of novel ADPKD drug candidates from disease-stage specific gene expression profiles,2020,Tareq B.,Malas
30910849,33245094,PMC7729292,s3://pmc-oa-opendata/PMC7729292.1/PMC7729292.1.xml?md5=605b5849fec986961ca9f43a1a1f67a9,Biosci Rep,research-article,Screening and validation of differentially expressed microRNAs and target genes in hypertensive mice induced by cytomegalovirus infection,2020,YunZhong,Shi
32270048,34936468,PMC8694600,s3://pmc-oa-opendata/PMC8694600.1/PMC8694600.1.xml?md5=d6406e523f0eaf88a9bc4bdbb1c34eae,Sci Adv,research-article,Phenotypic drug screening in a human fibrosis model identified a novel class of antifibrotic therapeutics,2021,Michael,Gerckens
32329508,34859821,PMC8685644,s3://pmc-oa-opendata/PMC8685644.1/PMC8685644.1.xml?md5=3d916e798641c7228d5af9e782845a83,Biosci Rep,research-article,Multiomics profiling of the expression and prognosis of MCMs in endometrial carcinoma,2021,Hua,Lan
24856969,26724866,PMC4715682,s3://pmc-oa-opendata/PMC4715682.1/PMC4715682.1.xml?md5=040eed09b57e671c8a08b9fdbad574ac,Cell,research-article,Noncoding RNA NORAD regulates genomic stability by sequestering PUMILIO proteins,2015,Sungyul,Lee
31462771,33361819,PMC7906913,s3://pmc-oa-opendata/PMC7906913.1/PMC7906913.1.xml?md5=741e100401deef92b70f2b72d7c01edd,Nature,research-article,Evolving schema representations in orbitofrontal ensembles during learning,2020,Jingfeng,Zhou
24892425,26720696,PMC4697822,s3://pmc-oa-opendata/PMC4697822.1/PMC4697822.1.xml?md5=0a86be80a8ddc8af1963dfa552141e10,PLoS One,research-article,Diabetes Alters the Expression and Translocation of the Insulin-Sensitive Glucose Transporters 4 and 8 in the Atria,2015,Zahra,Maria
24048210,25354142,PMC4293022,s3://pmc-oa-opendata/PMC4293022.1/PMC4293022.1.xml?md5=1fb3106ab0350fceb92e638f25fc5911,JAMA Psychiatry,research-article,Correcting Systematic Inflation in Genetic Association Tests That Consider Interaction Effects,2014,Lynn M.,Almli
24843339,26543466,PMC4610093,s3://pmc-oa-opendata/PMC4610093.1/PMC4610093.1.xml?md5=0aa9531d5e750a9ea508026bfe3e583f,Saudi J Anaesth,research-article,A prospective study to evaluate and compare laryngeal mask airway ProSeal and i-gel airway in the prone position,2015,Susheela,Taxak
25191189,26543465,PMC4610092,s3://pmc-oa-opendata/PMC4610092.1/PMC4610092.1.xml?md5=fe5f501b4fcad3feb06c4f6787ee42a8,Saudi J Anaesth,research-article,Perioperative analgesic requirements in severely obese adolescents and young adults undergoing laparoscopic versus robotic-assisted gastric sleeve resection,2015,Anita,Joselyn
25422601,26543464,PMC4610091,s3://pmc-oa-opendata/PMC4610091.1/PMC4610091.1.xml?md5=8c933d61a1929e63facdf21fc9e43a06,Saudi J Anaesth,research-article,Femoral nerve block for acute pain relief in fracture shaft femur in an emergency ward,2015,Mukesh,Somvanshi
25538527,26543463,PMC4610090,s3://pmc-oa-opendata/PMC4610090.1/PMC4610090.1.xml?md5=b76642104fc6457b57d9b78437c73df2,Saudi J Anaesth,research-article,"Combination of dexmedetomidine and remifentanil for labor analgesia: A double-blinded, randomized, controlled study",2015,Waleed,Abdalla
26955303,30429743,PMC6180670,s3://pmc-oa-opendata/PMC6180670.1/PMC6180670.1.xml?md5=4af48f32c41fe452bf274e1325861468,Saudi J Anaesth,research-article,A comparative study between interlaminar nerve root targeted epidural versus infraneural transforaminal epidural steroids for treatment of intervertebral disc herniation,2018,Alaa-Eldin Adel El,Maadawy
27051359,30429744,PMC6180674,s3://pmc-oa-opendata/PMC6180674.1/PMC6180674.1.xml?md5=a2d10dc86e99a7e31b1b669b645353ab,Saudi J Anaesth,research-article,Assessment of effectiveness of cricoid pressure in preventing gastric insufflation during bag and mask ventilation: A randomized controlled trial,2018,Arumugam,Vasudevan
30429735,31572077,PMC6753749,s3://pmc-oa-opendata/PMC6753749.1/PMC6753749.1.xml?md5=56bda582aa46db654974f19225120d35,Saudi J Anaesth,research-article,Comparison of efficacy of ultrasound-guided pectoral nerve block versus thoracic paravertebral block using levobupivacaine and dexamethasone for postoperative analgesia after modified radical mastectomy: A randomized controlled trial,2019,Ashwini,Siddeshwara
24665236,26543462,PMC4610089,s3://pmc-oa-opendata/PMC4610089.1/PMC4610089.1.xml?md5=43469a1eba083c62c0c697c37568eb66,Saudi J Anaesth,research-article,The rapid response team in outpatient settings identifies patients who need immediate intensive care unit admission: A call for policy maker,2015,Mariam A.,Alansari
26955315,30429742,PMC6180695,s3://pmc-oa-opendata/PMC6180695.1/PMC6180695.1.xml?md5=cf1992a8c11508be0ecd26e941db9aba,Saudi J Anaesth,research-article,Surgically-assisted abdominal wall blocks for analgesia after abdominoplasty: A prospective randomized trial,2018,Maha A,Abo-Zeid
27375381,30429741,PMC6180698,s3://pmc-oa-opendata/PMC6180698.1/PMC6180698.1.xml?md5=be47f067c173218399092a76dc2f89db,Saudi J Anaesth,research-article,The utility of limited trans-thoracic echocardiography in the stratification of pulse pressure variation: A feasibility study in major open abdominal surgery,2018,Tanvir,Samra
23785404,25919284,PMC4412571,s3://pmc-oa-opendata/PMC4412571.1/PMC4412571.1.xml?md5=02b753e1a83691d3427eb0fe09c61ac3,PLoS One,research-article,"Rhizobium leguminosarum bv. viciae 3841 Adapts to 2,4-Dichlorophenoxyacetic Acid with “Auxin-Like” Morphological Changes, Cell Envelope Remodeling and Upregulation of Central Metabolic Pathways",2015,Supriya V.,Bhat
31170909,33302887,PMC7731623,s3://pmc-oa-opendata/PMC7731623.1/PMC7731623.1.xml?md5=6669493005f7251787c3865a46d644a0,BMC Med Imaging,research-article,Influence of body mass index and weight lifting on bicep brachii muscle and distal bicep tendon stiffness evaluated using ultrasound elastography,2020,Mahdi,Al-Qahtani
22363546,24416096,PMC3887118,s3://pmc-oa-opendata/PMC3887118.1/PMC3887118.1.xml?md5=b29ad89f81f3821535225352eed12c3e,PLoS One,research-article,Golgi Enrichment and Proteomic Analysis of Developing Pinus radiata Xylem by Free-Flow Electrophoresis,2013,Harriet T.,Parsons
22216200,23349656,PMC3542819,s3://pmc-oa-opendata/PMC3542819.1/PMC3542819.1.xml?md5=55365671450f3e9ff8db1230adaf771e,PLoS One,research-article,"Divergent Trends in Abortion and Birth Control Practices in Belarus, Russia and Ukraine",2012,Boris P.,Denisov
23469181,25919357,PMC4412711,s3://pmc-oa-opendata/PMC4412711.1/PMC4412711.1.xml?md5=ba4bbed09e038b2bead4932f0239e61a,PLoS One,research-article,"Molecular Phylogeny Reveals High Diversity, Geographic Structure and Limited Ranges in Neotenic Net-Winged Beetles Platerodrilus (Coleoptera: Lycidae)",2015,Michal,Masek
32158261,35002324,PMC8722579,s3://pmc-oa-opendata/PMC8722579.1/PMC8722579.1.xml?md5=077817c1de012c5f424ecbd7a03a26c2,Cancer Manag Res,research-article,Upregulated Expression of Actin-Like 6A is a Risk Factor Affecting the Prognosis of Pancreatic Cancer,2021,Zhong,Zhang
