feature,mean_difference,median_difference,std_difference,wilcoxon_statistic,p_value,rank_biserial,point_biserial_r,control_mean,control_median,control_std,control_q1,control_q3,control_iqr,control_min,control_max,control_range,control_skewness,control_kurtosis,control_n_outliers,retracted_mean,retracted_median,retracted_std,retracted_q1,retracted_q3,retracted_iqr,retracted_min,retracted_max,retracted_range,retracted_skewness,retracted_kurtosis,retracted_n_outliers,q_value,significant
number_rate,-3.3841896127084907,-2.5076171733055794,28.565334695250346,108070.0,0.0020465478243119595,-0.1339538648320518,-0.0741491217657726,52.565659714460175,49.022678349525734,26.782970864213983,39.76297677129855,61.041449696056496,21.27847292475795,13.445378151260504,485.61151079136687,472.16613264010635,8.220709311109736,113.68419340643423,18,49.18147010175169,47.087617171490024,17.886718449120306,37.538901372442254,57.50531300629616,19.96641163385391,5.02092050209205,183.1022756997123,178.08135519762024,1.609287504543678,7.103954093624573,21,0.004140689784073034,True
pos_prop_AUX,-0.0009052720879672837,-0.0014132325687181493,0.008823222630080192,108243.0,0.0022771637218313,-0.13256748580564248,-0.06359368817476459,0.038353596293554455,0.03795510566502465,0.007285175380433767,0.03397357389513768,0.043285088225118167,0.009311514329980487,0.0121262169680111,0.0591573516766981,0.047031134708687,0.05325483374364121,0.43825608612504485,14,0.03744832420558716,0.0372063051158503,0.006926815829739774,0.032964994110718474,0.0414765362692277,0.008511542158509224,0.0169887972423981,0.082319255547602,0.0653304583052039,0.902619081854518,4.109831210724262,11,0.004502573722711888,True
token_length_mean,-0.03754005817091092,-0.046045500481768364,0.3527927182468421,108481.0,0.0026334003707262836,-0.13066021292538,-0.07174191435596283,5.580100281472344,5.563021067260272,0.2834581339169909,5.389536379683901,5.7578156735743224,0.3682792938904216,4.496250759981085,6.775152641359171,2.2789018813780864,0.2907197592587965,0.8789377755490908,10,5.542560223301433,5.526778869221462,0.23673479467005865,5.383641960922672,5.677965117701403,0.2943231567787308,4.907921190188983,7.43961661341853,2.5316954232295474,1.0802074524443865,5.859483430515498,13,0.005091240716737481,True
token_length_std,-0.16385816103746634,-0.03147087756976097,4.275367052896704,108603.0,0.002835124198118626,-0.12968253523045542,-0.02717119018391198,4.196050830515373,3.632435034852031,2.677540293731946,3.4378053392847567,4.0628125079907225,0.6250071687059657,2.9033462133515164,54.78589276163566,51.88254654828414,11.547524068882197,189.50945226898634,69,4.032192669477907,3.605084324511791,3.32070811055033,3.4392572616287547,3.8787518723743215,0.43949461074556684,2.8767895966883765,75.09615741819081,72.21936782150243,16.158953847308037,314.36461587567607,50,0.005362082722528706,True
doc_length,234.9886685552408,219.0,2876.03321771063,109187.5,0.004011581597680566,0.12499849742157543,0.04288461193505475,5757.881019830028,5117.0,2864.3333857442094,3859.5,7020.0,3160.5,1081.0,32632.0,31551.0,2.431140306475956,13.67798490099058,26,5992.869688385269,5624.5,2608.0666277470455,4337.75,7267.25,2929.5,1347.0,24562.0,23215.0,1.681539659798059,7.185290556802817,21,0.007425693595706579,True
prop_adjacent_dependency_relation_mean,-0.0012415268144498467,-0.0015948103563814542,0.012501691363948322,109362.0,0.0044403139153497695,-0.12360009776776953,-0.06389178106144741,0.3648436553869076,0.3648872809591438,0.00949173198941712,0.3587838116075432,0.37073793486398154,0.011954123256438354,0.3276849058642407,0.3922793057573277,0.06459439989308702,-0.04964491947655929,0.3410347958587745,12,0.3636021285724577,0.3635770464432303,0.009909530033849812,0.3568728659536391,0.3701971297093619,0.01332426375572282,0.3333829065946614,0.4020008650114249,0.06861795841676349,0.03894092381780396,0.3541032479870325,9,0.007883822666029184,True
pos_prop_ADP,0.0015956016311619073,0.001280151521992498,0.015530918873520596,109332.0,0.004363772138690159,0.1238405103157017,0.06705772582622993,0.10790571685852722,0.10717256952697879,0.012467872144696603,0.1003181641474439,0.11544904200673406,0.015130877859290154,0.0325538942976356,0.1776229865041358,0.14506909220650022,-0.056190765127007485,3.5327635556348884,15,0.10950131848968911,0.10974230217415296,0.011259077619433415,0.10259239032694872,0.11661127058088826,0.014018880253939534,0.0687306501547987,0.1485097636176773,0.07977911346287858,-0.0990473755264491,0.68615475739582,16,0.007883822666029184,True
n_tokens,196.69546742209633,197.0,2400.4979564755427,109314.5,0.0051958179432331905,0.1214955899785024,0.04294205385158818,4889.5056657223795,4362.0,2377.6933367265747,3318.75,5973.25,2654.5,912.0,26900.0,25988.0,2.242621942313383,11.944774229124642,25,5086.2011331444755,4783.0,2198.2964930929616,3672.5,6157.5,2485.0,1202.0,21167.0,19965.0,1.7137392805806773,7.595917429993058,21,0.009040723221225752,True
syllables_per_token_std,0.014452597813255984,0.008750488523608047,0.2541846934002811,109756.0,0.005564824032902444,0.12044267963825922,0.03993240529267157,1.0807561581133873,1.058750615619576,0.16978618976402574,1.0122324420992403,1.1062017228670096,0.09396928076776923,0.8439995508203327,4.064703031804259,3.220703480983927,9.246595808755247,141.2264389841169,40,1.0952087559266435,1.0749007334741798,0.1914585572115737,1.0251749852990002,1.1234814051446511,0.09830641984565092,0.8693890114029421,4.015457965179095,3.1460689537761533,9.447074800948302,120.41871145534354,24,0.009492935114951228,True
gunning_fog,-0.28397178559507313,-0.1914443611201282,2.5225557124878843,110235.0,0.007274312006745177,-0.11660409262294097,-0.07154520333970431,18.756747153029078,18.41857732841575,2.039438650483975,17.425925696831772,19.84854560122177,2.4226199043899967,13.574130784247888,30.415684341750502,16.841553557502614,0.8519216464564789,1.8620685562056511,14,18.472775367434007,18.332495084207522,1.9205360173578419,17.08320168859033,19.581133896503577,2.497932207913248,14.314852607709753,28.274227625137613,13.95937501742786,0.771641923128097,1.292018753006234,11,0.012170483549746737,True
entropy,4.56414734143832,6.453444326231441,73.80295757321623,110318.0,0.007614374589651586,0.11593895124032838,0.03340710126166995,142.62909703499125,125.55448420954342,72.24084571022814,96.0772386271566,173.38003002501392,77.30279139785732,29.2257760224605,739.8304665853346,710.6046905628741,2.4680224278074103,13.17314962631638,29,147.19324437642956,138.3128909842781,64.16278351204214,106.32392874653746,178.29288029405728,71.96895154751982,32.861086693047866,671.7689566159557,638.9078699229078,1.8547373474106068,9.267954488265508,21,0.012499067722635622,True
flesch_kincaid_grade,-0.2513389155196352,-0.17696732332967713,2.347976507371353,110695.0,0.009345145281800239,-0.11291776688797972,-0.0669066113078216,15.129343314534369,14.888476056852962,1.9230768398804794,13.847657357084477,16.187221137199042,2.339563780114565,10.479304567969836,26.648732351491613,16.169427783521776,0.9226607890079955,2.2326133283572673,15,14.878004399014733,14.718136735446194,1.82648214227715,13.589296660530882,15.90478531978971,2.3154886592588273,10.59936993915002,24.44038929098448,13.841019351834461,0.7895202758230258,1.3783914388745009,14,0.01505606739845594,True
n_characters,1035.028328611898,947.5,13497.171157540159,111142.0,0.011845784348049844,0.1093356199237892,0.04050755425105283,27979.53682719547,25058.0,13191.816533435922,19367.75,34291.5,14923.75,5638.0,145119.0,139481.0,2.1190515379055426,10.486589032995342,24,29014.565155807366,27237.5,12342.686319298557,21000.75,35253.25,14252.5,7037.0,118129.0,111092.0,1.6586423922604465,7.252309702128322,18,0.018737877059642482,True
citation_density,-0.6455645526317133,-1.0287601866920966,7.608230396233485,111254.0,0.012558673817138719,-0.1084380797448421,-0.054504502638279856,15.352682987398243,14.447628553327451,5.982220500677451,11.139204995136318,18.564544967677687,7.425339972541369,3.2182562902282035,43.88799138395262,40.66973509372441,0.9546615727398888,1.5183209456671216,16,14.707118434766532,13.642121689125705,5.852085158627802,10.626379447338216,17.329652002806878,6.703272555468661,4.077933846850929,41.30098089829633,37.223047051445405,1.2982763014793073,2.3469414038092262,30,0.019510796823054795,True
symbol_to_word_ratio_#,0.00018013924643794736,0.0,0.0017117095857074201,21286.0,0.020828728180527178,0.150021962224973,0.07425263526247644,0.0002869459678796383,0.0,0.0008967554169837968,0.0,0.0,0.0,0.0,0.0114579217700513,0.0114579217700513,6.076009685171935,52.16010768434764,170,0.0004670852143175856,0.0,0.0014582766291347945,0.0,0.00021358116763584999,0.00021358116763584999,0.0,0.0187679399425921,0.0187679399425921,6.229770721382631,53.601543609809404,127,0.03179121669659411,True
perplexity,-inf,7.47360858485534e+42,,112700.0,0.02579373830622112,0.09685019493450758,0.02660286940571646,2.740256261712648e+213,2.7912881882072565e+54,inf,5.1336030543178065e+41,1.4526579182929534e+75,1.4526579182929534e+75,4927121318867.423,1.9291404082457043e+216,1.9291404082457043e+216,,,171,7.883993747098578e+288,1.21939599580126e+60,inf,1.5009019047650994e+46,2.702662969251266e+77,2.702662969251266e+77,186805053255779.12,5.566099585451596e+291,5.566099585451596e+291,,,170,0.03816162187256138,True
per_word_perplexity,-inf,1.91153938647545e+39,,112707.0,0.025879720580242772,0.09679409867332339,0.02660286940571646,1.4908902403224413e+209,5.828759281740752e+50,inf,1.2546184488852274e+38,2.171940739400203e+71,2.171940739400203e+71,4557929064.632214,1.0495867291869987e+212,1.0495867291869987e+212,,,171,3.2098337867838825e+284,2.34126832047067e+56,inf,3.580858401633792e+42,3.6122218491436813e+73,3.6122218491436813e+73,138682296403.69644,2.266142653469421e+287,2.266142653469421e+287,,,171,0.03816162187256138,True
smog,-0.1486996733466586,-0.06863544469243088,1.655428649196539,113409.0,0.035859681357723,-0.09116844505170874,-0.05810246714344659,16.1998960954931,16.022357463736807,1.3319169494327243,15.314063185613055,16.99659082139191,1.682527635778854,12.70397685927234,21.359750715683223,8.655773856410883,0.5893085464767301,0.7779410411916539,12,16.05119642214644,15.98852202261205,1.222494366093922,15.150875358586209,16.796038351659618,1.6451629930734093,13.135423500666969,20.7613373270636,7.625913826396632,0.5117624520711733,0.4532871590587373,7,0.051996537968698346,False
n_words,99.56940509915015,95.0,2061.1523379955024,114696.0,0.06272946639022292,0.0808547467454151,0.025746273099987532,4237.974504249291,3750.5,2020.836759330076,2918.75,5143.25,2224.5,850.0,21578.0,20728.0,2.0712326869597737,9.534561121174239,27,4337.543909348442,4012.5,1843.9070741415453,3142.0,5216.25,2074.25,1068.0,17709.0,16641.0,1.7036908589048356,7.388026926670767,22,0.08946661599917038,False
pos_prop_INTJ,-8.456067572883188e-06,0.0,0.00033508276909944077,29620.0,0.07356643948761922,-0.1082342315219027,-0.018100689187730667,0.00010121272608092458,0.0,0.00020222223047794012,0.0,0.00014783058857089997,0.00014783058857089997,0.0,0.0015797788309636,0.0015797788309636,2.967072152577151,11.154837120880169,56,9.27566585080414e-05,0.0,0.0002614349726837411,0.0,0.000111254388638125,0.000111254388638125,0.0,0.0035118525021949,0.0035118525021949,7.618039011330367,83.79232489013152,65,0.10323032637778826,False
pos_prop_SCONJ,0.00023219830815179987,0.00030983874346655026,0.0041887273803044075,115610.0,0.09055077063351388,0.0735301777850792,0.03616600341062864,0.008678902262051565,0.008298979597467952,0.003256294495782378,0.006543214962511275,0.010363353905709525,0.0038201389431982502,0.0009250693802035,0.0243661508067171,0.023441081426513598,0.8250468600897227,1.5257270515563874,21,0.008911100570203364,0.008657440845268701,0.0031637343916975564,0.006745185625266175,0.010740896907983976,0.003995711282717801,0.0014148273910582,0.0228238979637502,0.021409070572692,0.6294618867145315,0.7430809595696921,15,0.12504630230342392,False
syllables_per_token_mean,0.00632424910999721,0.0061387867768107895,0.09770797298445975,116287.0,0.11697117890630468,0.06810486795340803,0.044019446992853616,1.6805186865553987,1.6777699284247478,0.07531597987221691,1.6327147598511953,1.7258560542195402,0.09314129436834495,1.406268999527123,1.9769046986992305,0.5706356991721075,0.20111698298889796,0.9444664123631874,16,1.6868429356653958,1.6858831926705795,0.06813640045445714,1.6407427187656858,1.7290127593364366,0.08827004057075083,1.4929344226098475,1.961335676625659,0.46840125401581156,0.344815016207525,0.7261718087098221,14,0.15900769632575792,False
n_stop_words,25.879603399433428,39.5,896.3272727136772,115495.0,0.126422379123486,0.06654112246217508,0.015717694005644586,1766.8498583569406,1565.5,865.5775262916987,1194.25,2122.75,928.5,332.0,9110.0,8778.0,2.1549971857555756,9.83043982873102,31,1792.729461756374,1659.0,779.6717706622788,1275.25,2170.0,894.75,445.0,7887.0,7442.0,1.8045572800348104,8.328184186029388,22,0.16921149205758895,False
first_person_plural_rate,-0.21326667296851556,-0.3650486605999374,4.664897043783684,115903.0,0.12983951224555965,-0.06590103159252098,-0.028277055047149956,5.856958253669141,5.540590685985123,3.893324540678618,2.8552784632222785,8.222867284233157,5.367588821010878,0.0,22.55639097744361,22.55639097744361,0.8926023266211021,1.2816941161082003,12,5.643691580700627,5.357852917734415,3.647022657986114,2.856285338723314,7.558651553133236,4.702366214409922,0.0,20.13422818791946,20.13422818791946,0.8175610056653396,0.8934988123202268,16,0.17115208432369228,False
token_length_median,-0.036827195467422094,0.0,0.6583263681303291,20207.5,0.1383059569797576,-0.08672858337287864,-0.03704748810337971,4.620396600566572,5.0,0.5007317892388947,4.0,5.0,1.0,3.0,6.0,3.0,-0.38610476631892626,-1.399680788092421,0,4.5835694050991505,5.0,0.4933161849125435,4.0,5.0,1.0,4.0,5.0,1.0,-0.33976918149026947,-1.8899188390717185,0,0.17959131727222255,False
pos_prop_X,0.00031256894442896775,0.0001827599972963499,0.006588464461933149,117007.0,0.1698790240662097,0.05967492415566672,0.019537621998988106,0.007651870664192436,0.004719129458345749,0.008007022296322618,0.0028083117621044745,0.0087419236439655,0.005933611881861025,0.0,0.0492554410080183,0.0492554410080183,2.135409157823613,4.708223025690076,80,0.007964439608621404,0.00513146283498735,0.0079995729501144,0.002982710375773325,0.0096020833489012,0.006619372973127875,0.0,0.0515428374418203,0.0515428374418203,2.143257072627801,5.090953171087499,73,0.21734522196706238,False
dependency_distance_mean,-0.014669097070701806,-0.018513103091952754,0.3543598518350964,117697.0,0.19103836305339428,-0.05680547820059223,-0.026667603784567645,3.5639730299537713,3.54344014397861,0.271325446746518,3.411337805213715,3.6961389554260116,0.2848011502122967,2.894676106019852,6.713175521684266,3.818499415664414,2.662665245413029,26.120912379177078,17,3.5493039328830696,3.5171398573589485,0.27888859963529183,3.389547899323559,3.688070326451636,0.2985224271280771,2.702112252886761,5.43166439406616,2.729552141179399,1.3681643636394867,5.565637079576264,23,0.2408744577629754,False
pos_prop_PROPN,-0.0006016204373440618,-0.00038062788781840183,0.013015398382072902,118398.0,0.23871647140959062,-0.051187838330575275,-0.02871032940178892,0.025806812083994202,0.0244207863681464,0.010887537404660119,0.017470753948948526,0.03191367465228357,0.014442920703335044,0.0056163168785101,0.0712516669841874,0.06563535010567731,0.8641156236798305,1.107832921413669,13,0.025205191646650138,0.02394872081658605,0.010057059122923349,0.018008413097614952,0.0312113877784592,0.013202974680844248,0.0057042966234244,0.072818396226415,0.06711409960299061,0.9568950582318492,1.612509422805383,13,0.29669047160906264,False
subjectivity,-0.0016199397117519097,-0.0026493297092937684,0.05785742919113567,120002.0,0.37760736486813595,-0.03833378076779753,-0.019508424800072612,0.4317756239129714,0.4309765767930398,0.04187661527211701,0.4067232507580216,0.4597094825430811,0.05298623178505946,0.2497425074925073,0.5873265821480125,0.3375840746555052,-0.18887416765695034,1.0386653624895938,15,0.43015568420121947,0.43080629423533984,0.04120165588292403,0.403315140309979,0.45537043268736216,0.052055292377383156,0.2641334260977119,0.5600517169462481,0.2959182908485362,-0.044282081932922275,0.6255615254533247,12,0.46270198230320886,False
flesch_reading_ease,0.313313476173381,0.07578697635308629,9.38804815415062,121189.0,0.507106976133091,0.028821457621278135,0.02171199166093016,36.323218719007215,36.77709437078953,7.540715165999598,31.967945735282726,41.404361674581,9.436415939298271,5.142871499054138,57.12481930132509,51.98194780227095,-0.5228777612567782,0.8957949533967193,11,36.63653219518059,37.169961723463764,6.881487507450525,32.676443394230525,41.36655736421732,8.690113969986797,11.137120605251482,53.414123376623394,42.27700277137191,-0.44669134625447227,0.4278283175692241,10,0.6127542628274849,False
n_citations,-1.2138810198300283,-1.0,36.98066782603557,119238.0,0.5207903128726402,-0.028017118402282437,-0.019832679782048872,61.892351274787536,55.0,31.991040826879473,39.25,76.0,36.75,6.0,247.0,241.0,1.5389405416987865,3.6194392556616375,27,60.67847025495751,54.5,29.18194362418188,40.25,77.0,36.75,9.0,250.0,241.0,1.5804827631387757,4.659620348265752,16,0.6206679071221877,False
pos_prop_SYM,-2.6768911341302948e-05,0.0,0.0014561771872043216,65794.5,0.6241089644491788,-0.02483325922632279,-0.011328252448227358,0.00047575393787453724,0.00010038279224313136,0.0011916690915709856,0.0,0.00049992849119395,0.00049992849119395,0.0,0.0161628255013469,0.0161628255013469,7.484569340116407,78.86630175736622,71,0.0004489850265332343,7.065144122950161e-05,0.0011728013435891172,0.0,0.0004225684237072,0.0004225684237072,0.0,0.022149375387614,0.022149375387614,10.47190627036337,171.82112795244328,93,0.7337497284740346,False
prop_adjacent_dependency_relation_std,-0.00011400502483104425,-0.00023927407927269717,0.008377859176268852,122282.0,0.6442785848383784,-0.02006242712494638,-0.008424139714930055,0.056713129275168334,0.0561851150061132,0.007028784940541296,0.052200828299151576,0.05995683554644415,0.007756007247292571,0.0383732896944436,0.0992134105131698,0.0608401208187262,1.0744724475468705,3.242025109213479,31,0.056599124250337286,0.0558517039039374,0.0065032641241931305,0.05200367250184804,0.060072780736698674,0.00806910823485063,0.0386327768943429,0.0974060003711657,0.0587732234768228,1.178982700629354,3.6264270441257427,18,0.747363158412519,False
dependency_distance_std,-0.017222092813623437,0.006711693555925269,0.7976617430385244,122487.0,0.6716322730143689,0.01841960804740933,-0.015002186262839955,1.233183779998036,1.13996175452272,0.6353342075852058,0.9893956715197738,1.3096982638459447,0.32030259232617087,0.6810129420333659,13.678946689844372,12.997933747811006,12.140618853765575,216.3971942767543,39,1.2159616871844128,1.1161765544559379,0.506020416490568,0.9969091293832759,1.3105825989539004,0.3136734695706245,0.7006537005901431,11.035959464869654,10.33530576427951,11.21410469535276,203.1959265360933,39,0.7688422072664486,False
alpha_ratio,0.001162518451406095,-0.00019171730995304337,0.039813417385043695,122811.0,0.7157526903646138,0.01582315252974098,0.017589696308297598,0.8072913817957997,0.811383242551188,0.03592264647386488,0.7886890805796605,0.8294314572150294,0.04074237663536895,0.4376303894297635,0.8994202167885051,0.46178982735874163,-2.635744076423926,20.65859012976633,15,0.8084539002472058,0.8104971243310937,0.029933036257213608,0.7929921348417925,0.8267786169695881,0.03378648212779556,0.6236777868185517,0.8989830508474577,0.275305264028906,-1.0010076613297842,4.396210334546417,22,0.808707585217161,False
n_defined_acronyms,-0.046742209631728045,0.0,3.5961874033249215,96096.5,0.9716064459241279,0.0016466677055737566,-0.008445375287946344,3.575070821529745,3.0,2.9067105647163998,2.0,5.0,3.0,0.0,16.0,16.0,1.2658949804444855,1.8898787402234722,30,3.528328611898017,3.0,2.6244711531478147,2.0,5.0,3.0,0.0,15.0,15.0,1.1643152748632253,1.841328504053589,26,1.0,False
duplicate_paragraph_chr_fraction,0.0,0.0,0.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,1.0,False
proportion_ellipsis,0.0,0.0,0.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,1.0,False
proportion_bullet_points,0.0,0.0,0.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,1.0,False
oov_ratio,-6.607029126741646e-05,0.0008811888122572499,0.020024819182396354,124486.0,0.9560140905945375,0.0024001186035236266,-0.0019410552902388149,0.03885252975066134,0.036546177805035246,0.017193377774866424,0.025677557386715975,0.04808415783806715,0.022406600451351177,0.0101404056162246,0.1220458553791887,0.1119054497629641,1.186530207430285,2.1488041122978467,17,0.03878645945939393,0.0355465191249058,0.01686746649809225,0.027122103087427827,0.04579450607344965,0.01867240298602182,0.0050847457627118,0.1349620493358633,0.1298773035731515,1.4781365317128858,3.564039583787631,29,1.0,False
contains_lorem ipsum,0.0,0.0,0.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,1.0,False
duplicate_line_chr_fraction,0.0,0.0,0.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,1.0,False
top_ngram_chr_fraction_2,-9.114988694920373e-05,-5.682047507490017e-05,0.011959707983966247,124231.0,0.9186014109271038,-0.0044436252609478255,-0.005260115899254355,0.010253272794110823,0.008062100851198,0.009071196617912917,0.004244181847369075,0.012362335932990349,0.008118154085621273,0.0015174506828528,0.0924312986597461,0.0909138479768933,3.2176979721084544,17.143152106160006,46,0.01016212290716162,0.0080420331184134,0.008249881618861133,0.004318700533989625,0.012798734679896801,0.008480034145907176,0.0017674350099418,0.0757948616989861,0.0740274266890443,2.515310585810575,10.763846094198376,38,1.0,False
n_unique_tokens,-2.7917847025495752,-7.0,404.3395076367869,124047.0,0.9432612274115141,-0.003098065216081025,-0.003602920118619314,1247.6558073654392,1187.0,414.4497871205158,983.0,1455.25,472.25,365.0,4677.0,4312.0,1.6652384088142136,7.775555510332573,19,1244.8640226628895,1219.5,358.9747989854331,1000.25,1429.75,429.5,403.0,2993.0,2590.0,0.8772537161210869,2.034269779723158,20,1.0,False
syllables_per_token_median,0.00141643059490085,0.0,0.03763549647474907,0.0,1.0,1.0,0.026621743403250117,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,,,0,1.001416430594901,1.0,0.03763549647474907,1.0,1.0,0.0,1.0,2.0,1.0,26.570660511172843,705.9999999999997,1,1.0,False
